Cidade,Ano,Fonte Energia,Indústria Predominante,Clima,Consumo MWh,Custo Unitário USD,Emissoes CO2 Ton,Perc Energia Renovavel,Residencias Atendidas,Investimento Infra Bilhoes,Emissão CO2,População Cidade
Melbourne,2019,Solar,Manufatura,Desértico,600,15,354095,"0,3084",206537,2515,130555,5518478
Cidade do México,2020,Gás Natural,Financeiro,Tropical,48068,18,66017,"0,3716",717204,4051,9823156,17049728
Moscou,2021,Nuclear,Turismo,Temperado,12461,13,40829,"0,2572",487486,4025,2181124,5019176
Nova York,2015,Nuclear,Manufatura,Frio,34371,14,4003,"0,4126",291818,101,909532,5948547
Los Angeles,2021,Solar,Financeiro,Temperado,30983,7,197323,"0,1468",809929,989,7081669,3421143
São Paulo,2023,Solar,Financeiro,Mediterrâneo,6017,1,362768,"0,7072",763155,148,1150836,923551
Rio de Janeiro,2015,Nuclear,Agronegócio,Mediterrâneo,40227,24,28837,"0,0293",193633,3103,9877514,15175468
Berlim,2023,Hidrelétrica,Agronegócio,Desértico,17502,23,154848,"0,0654",630628,3937,1412298,7390481
Munique,2022,Carvão,Agronegócio,Temperado,35114,7,494516,"0,7335",897054,746,2040968,11305632
Mumbai,2023,Gás Natural,Mineração,Desértico,42650,23,192901,"0,3859",874454,45,7994658,17264346
Nova Délhi,2022,Solar,Financeiro,Desértico,30330,15,486031,"0,8078",58039,3298,2103674,5986013
Pequim,2015,Solar,Tecnologia,Desértico,35510,9,339116,"0,2795",511506,4723,5439612,18850028
Xangai,2017,Eólica,Tecnologia,Temperado,14777,21,398147,"0,7851",959507,1164,2793572,13627974
Tóquio,2020,Solar,Manufatura,Temperado,7497,6,74812,"0,5728",443269,342,568978,12504526
Osaka,2018,Hidrelétrica,Turismo,Mediterrâneo,45601,6,104182,"0,6915",58439,3859,7656768,6773790
Londres,2015,Nuclear,Turismo,Tropical,27813,22,85010,"0,1861",400613,3564,4173155,14954492
Paris,2020,Nuclear,Agronegócio,Temperado,48039,22,332785,"0,6303",757134,301,7781955,16514657
Toronto,2023,Carvão,Turismo,Frio,8399,16,347093,"0,3728",942109,3177,106278,9759060
Vancouver,2021,Carvão,Turismo,Tropical,47729,16,286381,"0,7927",400822,1342,852830,19481995
Sydney,2021,Hidrelétrica,Manufatura,Temperado,32807,9,361716,"0,4787",969134,4707,2332189,7961615
Melbourne,2019,Gás Natural,Tecnologia,Desértico,43196,12,93077,"0,3074",565832,3516,4353192,4441152
Cidade do México,2020,Eólica,Agronegócio,Desértico,24563,12,484140,"0,8416",749523,2969,374575,1232780
Moscou,2023,Eólica,Agronegócio,Frio,23956,9,13372,"0,7783",909259,294,2928562,12919184
Nova York,2021,Solar,Tecnologia,Frio,47092,23,275415,"0,0593",737990,4118,5372554,12321525
Los Angeles,2023,Eólica,Mineração,Desértico,34523,19,207499,"0,4305",927574,2624,1293873,3824920
São Paulo,2022,Carvão,Manufatura,Tropical,7925,16,260914,"0,2439",595837,693,1527172,19590555
Rio de Janeiro,2022,Eólica,Agronegócio,Desértico,19935,9,308813,"0,1537",793892,4893,3910186,13711985
Berlim,2019,Nuclear,Agronegócio,Frio,5012,25,289477,"0,8125",795587,168,151323,13305503
Munique,2022,Hidrelétrica,Turismo,Frio,5379,14,139256,"0,5371",264899,27,835055,6173489
Mumbai,2021,Nuclear,Mineração,Temperado,49249,12,281373,"0,5732",483496,3513,8792125,6931680
Nova Délhi,2022,Eólica,Financeiro,Mediterrâneo,27654,12,394646,"0,1909",249311,4428,974478,5046498
Pequim,2015,Gás Natural,Turismo,Frio,33356,5,126196,"0,8717",974661,4559,2409312,17070901
Xangai,2022,Nuclear,Financeiro,Desértico,19640,9,388710,"0,5903",778453,316,2928964,1264703
Tóquio,2023,Hidrelétrica,Agronegócio,Frio,30183,2,230247,"0,4371",107395,111,3351651,15834487
Osaka,2020,Hidrelétrica,Turismo,Desértico,19119,17,476073,"0,5894",386029,374,79719,14085736
Londres,2021,Hidrelétrica,Turismo,Tropical,49065,11,335373,"0,2736",759530,1088,770194,11316642
Paris,2015,Solar,Financeiro,Temperado,49715,11,436287,"0,8064",270280,3347,3855767,13401371
Toronto,2016,Solar,Manufatura,Frio,30452,13,214148,"0,7834",522265,1054,6285468,14437889
Vancouver,2015,Eólica,Mineração,Frio,7588,19,98911,"0,7599",726897,137,1059035,15324031
Sydney,2015,Hidrelétrica,Agronegócio,Temperado,30401,7,140838,"0,8086",40714,377,943175,3096459
Melbourne,2016,Solar,Financeiro,Desértico,22379,7,127576,"0,6926",540295,1258,774481,9841681
Cidade do México,2022,Eólica,Agronegócio,Frio,35703,24,122489,"0,6019",82549,1163,430614,2553072
Moscou,2016,Eólica,Financeiro,Frio,29810,1,26664,"0,7918",763221,71,2660433,10372409
Nova York,2017,Solar,Manufatura,Frio,12620,6,69927,"0,5211",752639,4427,1544317,4442830
Los Angeles,2017,Gás Natural,Tecnologia,Temperado,17149,7,308425,"0,7294",238324,2497,4162972,1659555
São Paulo,2019,Nuclear,Turismo,Temperado,47548,11,341812,"0,4129",932175,265,5105142,3009977
Rio de Janeiro,2020,Nuclear,Financeiro,Tropical,11678,18,56928,"0,8666",549270,694,515856,9000278
Berlim,2015,Solar,Agronegócio,Tropical,14820,19,305023,"0,1124",46791,4076,1944603,10614054
Munique,2017,Carvão,Manufatura,Temperado,18385,18,454397,"0,3466",404687,539,3288456,13203830
Mumbai,2021,Nuclear,Tecnologia,Frio,41126,24,442520,"0,3338",674494,3144,2477064,1043164
Nova Délhi,2022,Solar,Turismo,Tropical,43742,21,320246,"0,2132",866414,1629,1732349,7612276
Pequim,2022,Gás Natural,Agronegócio,Temperado,45031,19,201846,"0,8933",914380,2053,8661275,4566597
Xangai,2015,Eólica,Agronegócio,Temperado,20120,11,419904,"0,0375",529149,2744,4102065,6554248
Tóquio,2023,Hidrelétrica,Manufatura,Temperado,38512,6,139485,"0,4055",423351,1958,667281,10287884
Osaka,2022,Gás Natural,Mineração,Desértico,24483,24,101630,"0,5328",516086,968,1388039,9793206
Londres,2019,Nuclear,Tecnologia,Mediterrâneo,29329,19,372405,"0,2609",242697,779,3390452,15220793
Paris,2015,Nuclear,Tecnologia,Frio,18552,6,369072,"0,7337",627251,2092,2508845,3989566
Toronto,2022,Solar,Tecnologia,Temperado,31207,9,279520,"0,1453",226513,1579,2585705,11146849
Vancouver,2018,Gás Natural,Financeiro,Desértico,19424,11,104667,"0,8025",754825,2085,1982618,19466692
Sydney,2021,Carvão,Agronegócio,Mediterrâneo,37930,17,491785,"0,1778",323300,2746,8170312,14884758
Melbourne,2016,Solar,Turismo,Frio,2864,22,3124,"0,7032",218750,3964,307852,8744214
Cidade do México,2023,Hidrelétrica,Tecnologia,Temperado,10065,22,210770,"0,7171",972854,4852,2506901,8320791
Moscou,2022,Eólica,Financeiro,Desértico,40053,7,38908,"0,8333",430830,3231,8009624,2138121
Nova York,2015,Hidrelétrica,Manufatura,Mediterrâneo,9581,16,322984,"0,8527",837137,3724,507781,4024913
Los Angeles,2021,Eólica,Mineração,Temperado,38573,6,78983,"0,7962",215269,4972,4758142,12952945
São Paulo,2015,Carvão,Manufatura,Mediterrâneo,37190,21,8913,"0,4718",852258,4839,7215503,4828383
Rio de Janeiro,2021,Nuclear,Tecnologia,Tropical,43917,18,159490,"0,2339",123748,4199,3671557,4304432
Berlim,2018,Hidrelétrica,Mineração,Desértico,15529,24,17537,"0,0362",233456,2792,646537,2861093
Munique,2022,Solar,Mineração,Frio,45790,17,482023,"0,8289",219522,3453,4222862,611305
Mumbai,2021,Nuclear,Agronegócio,Desértico,41956,24,200522,"0,077",860389,2947,2174726,3342612
Nova Délhi,2021,Solar,Manufatura,Frio,5413,5,59688,"0,1025",80757,4204,906162,1089599
Pequim,2020,Hidrelétrica,Financeiro,Mediterrâneo,40288,24,440342,"0,5818",351940,2947,9602359,15535729
Xangai,2022,Nuclear,Manufatura,Tropical,744,5,334164,"0,1068",545670,2914,172191,13495175
Tóquio,2021,Carvão,Financeiro,Temperado,21507,6,44572,"0,8165",243962,3834,1467374,19030956
Osaka,2017,Hidrelétrica,Manufatura,Mediterrâneo,32647,21,53083,"0,8227",830812,233,4544803,7560344
Londres,2016,Carvão,Turismo,Tropical,6964,25,313849,"0,7324",123012,1612,1715344,1071334
Paris,2018,Carvão,Turismo,Frio,18003,9,328248,"0,7466",528784,1449,501273,1588046
Toronto,2020,Hidrelétrica,Manufatura,Mediterrâneo,40643,5,194176,"0,6882",462653,347,7620332,17997518
Vancouver,2015,Solar,Financeiro,Desértico,33798,8,430070,"0,0594",84779,1476,6499849,9386052
Sydney,2018,Solar,Mineração,Tropical,20738,23,357076,"0,3625",229745,4436,2974276,12726353
Melbourne,2017,Gás Natural,Mineração,Tropical,43188,2,449392,"0,2302",487301,112,10003189,13503874
Cidade do México,2021,Carvão,Turismo,Mediterrâneo,36893,9,443242,"0,8039",455743,1161,4150214,17881197
Moscou,2022,Hidrelétrica,Turismo,Mediterrâneo,26589,1,60994,"0,6879",910271,177,5734806,535728
Nova York,2019,Nuclear,Mineração,Mediterrâneo,39913,21,388850,"0,2255",278406,2784,5908266,10839889
Los Angeles,2021,Solar,Mineração,Temperado,21751,22,356477,"0,8288",652176,4464,652532,12484312
São Paulo,2017,Solar,Turismo,Desértico,4528,21,92917,"0,1787",526442,4845,388021,9641619
Rio de Janeiro,2022,Solar,Turismo,Tropical,33980,2,201635,"0,1588",475560,4436,4538213,2119904
Berlim,2021,Carvão,Agronegócio,Tropical,46920,14,310789,"0,8432",15942,2635,9138902,6901849
Munique,2017,Solar,Tecnologia,Tropical,5809,24,313139,"0,2479",634870,1402,224865,11005460
Mumbai,2023,Eólica,Turismo,Tropical,7899,25,384319,"0,6589",325648,1759,900118,17253198
Nova Délhi,2021,Gás Natural,Agronegócio,Mediterrâneo,47594,13,53002,"0,5824",248523,1597,11881285,9320630
Pequim,2022,Carvão,Tecnologia,Frio,33721,2,130032,"0,6539",952160,1449,1405771,7496116
Xangai,2015,Gás Natural,Financeiro,Desértico,39752,7,353803,"0,3608",677734,305,963135,3839468
Tóquio,2020,Gás Natural,Financeiro,Mediterrâneo,18141,13,357647,"0,3477",473651,1036,1833616,19779287
Osaka,2020,Carvão,Agronegócio,Mediterrâneo,23452,21,248782,"0,8209",476850,783,5084658,11583538
Londres,2017,Carvão,Turismo,Desértico,25222,25,417230,"0,4687",932555,1813,2012556,19966667
Paris,2016,Eólica,Agronegócio,Mediterrâneo,35971,12,418796,"0,2521",510060,3178,5706684,528124
Toronto,2021,Gás Natural,Manufatura,Tropical,31825,18,74392,"0,3019",372467,4345,2091206,5971419
Vancouver,2016,Eólica,Manufatura,Desértico,27427,19,321502,"0,7896",948601,3603,2265727,13825872
Sydney,2020,Nuclear,Tecnologia,Tropical,4685,21,144256,"0,0735",113207,352,99117,17655106
Melbourne,2016,Eólica,Financeiro,Temperado,31889,13,338063,"0,7884",472563,2672,6194284,3260299
Cidade do México,2022,Nuclear,Financeiro,Desértico,1648,12,429288,"0,6531",377268,829,133268,11296658
Moscou,2022,Solar,Turismo,Mediterrâneo,42748,13,221863,"0,4732",943779,1116,76800,17183829
Nova York,2022,Eólica,Agronegócio,Temperado,21125,7,190212,"0,5012",809134,2315,4052244,18171015
Los Angeles,2023,Solar,Tecnologia,Tropical,47698,14,142632,"0,0459",150680,4255,11630246,19246527
São Paulo,2021,Eólica,Mineração,Tropical,19879,8,409771,"0,1694",364609,1674,4215387,2283143
Rio de Janeiro,2016,Gás Natural,Financeiro,Mediterrâneo,9058,22,247455,"0,0526",389618,2663,1361347,19819179
Berlim,2017,Carvão,Financeiro,Desértico,21458,8,105092,"0,4576",124483,3399,2984509,16946017
Munique,2016,Carvão,Mineração,Desértico,45334,23,396542,"0,0292",216021,3616,9196656,3395086
Mumbai,2016,Solar,Turismo,Temperado,16580,11,373179,"0,7793",783234,1299,3506951,1623733
Nova Délhi,2021,Hidrelétrica,Financeiro,Desértico,27262,11,340667,"0,8925",993707,2339,6380939,15174524
Pequim,2023,Hidrelétrica,Mineração,Temperado,11673,2,255794,"0,6432",858087,4557,319005,1108008
Xangai,2018,Gás Natural,Agronegócio,Desértico,28816,22,336698,"0,4986",981442,2978,1375287,12959066
Tóquio,2023,Solar,Agronegócio,Frio,12124,15,120819,"0,8182",62961,3846,2947776,11706952
Osaka,2021,Hidrelétrica,Manufatura,Temperado,37719,7,154501,"0,6606",934064,409,7143033,17877153
Londres,2020,Solar,Agronegócio,Temperado,46870,9,257182,"0,3691",740997,2696,4535706,11771017
Paris,2022,Eólica,Tecnologia,Mediterrâneo,20916,13,456651,"0,2795",930722,4719,4633754,18384685
Toronto,2023,Gás Natural,Agronegócio,Frio,20800,11,463716,"0,6815",7627,1013,2486873,6997572
Vancouver,2023,Nuclear,Financeiro,Tropical,45981,14,422723,"0,2655",926753,2968,7277746,7128330
Sydney,2018,Carvão,Mineração,Mediterrâneo,6837,1,377734,"0,8562",500760,1024,316014,11748054
Melbourne,2022,Nuclear,Tecnologia,Tropical,13634,24,161991,"0,4652",954345,325,3288287,15515590
Cidade do México,2017,Gás Natural,Financeiro,Temperado,23758,14,272917,"0,5293",838312,4167,1406403,10598961
Moscou,2016,Gás Natural,Tecnologia,Temperado,27550,23,452534,"0,6336",992686,339,6377526,14727888
Nova York,2019,Carvão,Manufatura,Mediterrâneo,10864,9,172815,"0,0207",808258,127,2105564,2182816
Los Angeles,2021,Hidrelétrica,Mineração,Frio,2979,5,366881,"0,5108",65559,4751,438107,2914723
São Paulo,2022,Solar,Financeiro,Temperado,12295,21,148034,"0,5366",947054,185,1159968,9039275
Rio de Janeiro,2021,Hidrelétrica,Turismo,Temperado,41162,11,2562,"0,5461",62915,3767,986836,12313601
Berlim,2015,Solar,Manufatura,Temperado,33893,6,286136,"0,6451",747813,1101,3969219,15662488
Munique,2018,Hidrelétrica,Turismo,Frio,41971,7,230986,"0,2578",28760,1752,4087388,8904367
Mumbai,2017,Gás Natural,Financeiro,Tropical,3812,21,97856,"0,8668",778074,3445,36729,2068560
Nova Délhi,2019,Hidrelétrica,Financeiro,Frio,41562,1,66975,"0,8939",648636,583,8967377,13662670
Pequim,2015,Solar,Manufatura,Desértico,37611,11,57833,"0,6587",624183,3496,1500806,17048645
Xangai,2017,Solar,Tecnologia,Mediterrâneo,1981,12,226631,"0,7042",224541,3814,331518,19908506
Tóquio,2016,Carvão,Turismo,Tropical,11881,7,325262,"0,2107",127563,437,626083,9493257
Osaka,2017,Nuclear,Agronegócio,Frio,42601,8,192307,"0,4422",40910,387,3324724,10128291
Londres,2022,Gás Natural,Agronegócio,Desértico,36361,17,80499,"0,0599",949994,1578,7394283,10879484
Paris,2016,Nuclear,Manufatura,Desértico,9063,22,340356,"0,0112",665162,894,406264,18989551
Toronto,2023,Solar,Turismo,Temperado,25279,9,189104,"0,0361",425029,2039,1571557,10317396
Vancouver,2017,Nuclear,Agronegócio,Tropical,5105,21,88212,"0,3319",727686,1815,1130961,6916921
Sydney,2017,Nuclear,Manufatura,Tropical,798,17,292063,"0,1668",430819,2458,101816,16189946
Melbourne,2019,Carvão,Manufatura,Mediterrâneo,14517,6,489318,"0,7094",77930,4772,45393,5955849
Cidade do México,2018,Hidrelétrica,Turismo,Tropical,8321,15,387939,"0,8697",995334,2572,1614019,16198053
Moscou,2021,Nuclear,Financeiro,Desértico,42626,19,149164,"0,4353",805998,1274,6897025,16096013
Nova York,2020,Carvão,Mineração,Mediterrâneo,1754,16,295167,"0,8875",908639,2661,111177,2145847
Los Angeles,2015,Carvão,Tecnologia,Frio,21956,15,1029,"0,0374",383571,3268,4398741,18303705
São Paulo,2020,Nuclear,Manufatura,Desértico,40447,17,199975,"0,7274",309875,1724,7462114,5115015
Rio de Janeiro,2018,Gás Natural,Manufatura,Mediterrâneo,35095,2,26884,"0,5435",342182,3106,7527171,15718216
Berlim,2023,Gás Natural,Mineração,Desértico,14795,6,470611,"0,2081",466021,405,398542,16704820
Munique,2017,Hidrelétrica,Agronegócio,Frio,20160,12,93358,"0,6237",722250,3695,4228731,3697839
Mumbai,2019,Solar,Tecnologia,Temperado,41493,17,238500,"0,3952",371088,2929,6243624,19598301
Nova Délhi,2019,Solar,Agronegócio,Temperado,43096,15,470128,"0,3724",957489,1288,4029504,17719039
Pequim,2017,Gás Natural,Agronegócio,Mediterrâneo,15414,18,436542,"0,3805",155455,1346,987956,1903676
Xangai,2020,Solar,Manufatura,Frio,27336,14,491918,"0,6493",973742,1352,2839209,4848961
Tóquio,2021,Nuclear,Financeiro,Temperado,12211,6,101610,"0,8939",335264,2269,1481898,2052065
Osaka,2022,Hidrelétrica,Mineração,Mediterrâneo,41650,7,118681,"0,8394",545804,4286,7333709,2803491
Londres,2016,Eólica,Mineração,Frio,974,21,118606,"0,6828",287059,707,2396,6135800
Paris,2020,Eólica,Turismo,Temperado,24443,23,257667,"0,6665",313491,1055,708267,8352232
Toronto,2017,Nuclear,Turismo,Temperado,11842,19,234146,"0,2519",324102,652,2516323,13564590
Vancouver,2015,Solar,Tecnologia,Frio,17201,8,133455,"0,5174",764491,4225,2692483,6740364
Sydney,2015,Carvão,Turismo,Temperado,11066,25,121014,"0,2903",41184,229,1394541,2125358
Melbourne,2020,Carvão,Financeiro,Mediterrâneo,29168,8,454302,"0,4563",242464,404,1059734,14846705
Cidade do México,2022,Nuclear,Mineração,Mediterrâneo,10370,22,426950,"0,6495",257675,278,1707975,5400131
Moscou,2020,Hidrelétrica,Turismo,Frio,32287,9,45437,"0,2512",743453,4047,35730,16335392
Nova York,2017,Gás Natural,Manufatura,Desértico,38659,6,75671,"0,8544",388700,333,823792,4948899
Los Angeles,2019,Carvão,Turismo,Temperado,38332,23,327938,"0,0317",64730,4254,1298137,17434341
São Paulo,2015,Hidrelétrica,Agronegócio,Mediterrâneo,31096,6,395189,"0,0298",780792,3235,2526976,3739451
Rio de Janeiro,2020,Gás Natural,Financeiro,Temperado,14147,6,131602,"0,2119",734393,1617,3124607,3425943
Berlim,2021,Gás Natural,Turismo,Mediterrâneo,33257,19,208946,"0,6625",357364,915,938657,5116103
Munique,2016,Nuclear,Agronegócio,Mediterrâneo,19282,1,390418,"0,1075",122354,3621,2116812,7742514
Mumbai,2017,Hidrelétrica,Mineração,Temperado,12243,18,274781,"0,5362",677128,2936,415338,19612114
Nova Délhi,2018,Solar,Financeiro,Desértico,44114,7,152515,"0,8602",739019,17,10197189,3582081
Pequim,2023,Nuclear,Tecnologia,Desértico,28937,11,201608,"0,8022",698289,1715,5654349,13528947
Xangai,2022,Solar,Turismo,Mediterrâneo,24429,15,388261,"0,5876",484659,1449,4916913,12992360
Tóquio,2020,Gás Natural,Financeiro,Frio,12823,7,124469,"0,1791",315185,4192,47936,1107938
Osaka,2023,Hidrelétrica,Financeiro,Tropical,20823,16,381682,"0,2785",207726,351,4379421,16382458
Londres,2015,Nuclear,Turismo,Desértico,41916,6,286413,"0,0132",381280,604,534368,3167494
Paris,2019,Nuclear,Tecnologia,Temperado,6266,13,116220,"0,2575",776804,1767,69742,1815625
Toronto,2017,Eólica,Financeiro,Desértico,41640,8,238447,"0,2027",450167,1081,9932611,13769882
Vancouver,2017,Hidrelétrica,Turismo,Temperado,14082,18,232019,"0,5292",676739,1284,404252,13578967
Sydney,2023,Solar,Financeiro,Mediterrâneo,32469,18,432311,"0,2157",557166,862,5641901,16888611
Melbourne,2023,Eólica,Tecnologia,Frio,49754,6,481678,"0,4569",143385,525,6787505,17728815
Cidade do México,2015,Carvão,Mineração,Frio,36236,21,213725,"0,4434",943459,3759,8464653,4201813
Moscou,2023,Solar,Manufatura,Temperado,7610,22,442582,"0,4395",690583,227,1222886,8471799
Nova York,2016,Hidrelétrica,Financeiro,Tropical,14572,14,481632,"0,2724",675740,2787,1285049,19087840
Los Angeles,2023,Solar,Tecnologia,Mediterrâneo,20709,22,54154,"0,3155",990149,3624,504824,3706308
São Paulo,2019,Eólica,Agronegócio,Mediterrâneo,3481,15,79297,"0,8639",664565,1786,704418,15611645
Rio de Janeiro,2023,Nuclear,Tecnologia,Temperado,20262,8,3794,"0,5174",178339,138,4496955,5101080
Berlim,2023,Hidrelétrica,Turismo,Temperado,40418,16,170216,"0,7246",405524,911,3937256,17528568
Munique,2020,Solar,Financeiro,Tropical,43525,13,93540,"0,8463",266104,4702,842099,9191321
Mumbai,2023,Eólica,Agronegócio,Desértico,3557,7,125961,"0,2323",915764,2796,116287,11103494
Nova Délhi,2018,Solar,Tecnologia,Desértico,45602,16,42778,"0,2268",709059,3058,9731533,16969022
Pequim,2020,Gás Natural,Turismo,Frio,31712,14,34058,"0,8338",226060,3003,538500,11196979
Xangai,2017,Gás Natural,Agronegócio,Frio,1076,1,148879,"0,5095",522668,4258,23957,17798919
Tóquio,2018,Carvão,Mineração,Mediterrâneo,47615,18,275522,"0,6337",290819,4873,8615891,2508897
Osaka,2022,Gás Natural,Agronegócio,Tropical,24560,1,272450,"0,5482",154591,1979,4767131,8161248
Londres,2023,Solar,Financeiro,Tropical,42620,22,165731,"0,3277",251600,4783,9982767,16132631
Paris,2019,Eólica,Agronegócio,Mediterrâneo,40941,17,315741,"0,0719",345272,4485,3812979,8189640
Toronto,2015,Carvão,Manufatura,Frio,34570,19,141720,"0,6826",934584,4653,7505968,9933759
Vancouver,2017,Carvão,Agronegócio,Tropical,10072,14,13236,"0,4672",462083,364,1981788,2370208
Sydney,2017,Nuclear,Manufatura,Mediterrâneo,47089,14,76300,"0,5886",620204,2015,5211306,6476251
Melbourne,2015,Solar,Agronegócio,Temperado,25193,22,227179,"0,6343",350621,3536,3848234,3608629
Cidade do México,2021,Solar,Turismo,Tropical,46189,1,232529,"0,3713",537280,288,7445866,11916663
Moscou,2015,Gás Natural,Mineração,Tropical,21983,14,378667,"0,5598",625314,614,3816451,11018389
Nova York,2018,Solar,Mineração,Frio,40500,7,230433,"0,0128",783525,4938,2259327,17242925
Los Angeles,2020,Carvão,Mineração,Mediterrâneo,21891,6,251542,"0,5359",204969,264,511505,8029724
São Paulo,2017,Nuclear,Financeiro,Temperado,34440,21,486080,"0,3345",670229,162,7467672,11229452
Rio de Janeiro,2022,Gás Natural,Turismo,Tropical,15898,16,28550,"0,4793",320579,3799,296332,8194930
Berlim,2021,Solar,Manufatura,Temperado,19023,18,197862,"0,7411",427263,579,3652239,16568365
Munique,2016,Nuclear,Turismo,Tropical,29913,8,102063,"0,5111",796655,1272,899152,12626398
